[19, -77, -96, 11, -38, 32, 83, -67, 80, -91, 82, 86, -100, 74, 73, -100, 14, -83, -83, 42, -81, 71, -4, 24, 39, -42, -15, 47, -18, -67, -80, -79, 41, 79, -6, -30, -43, -56, 17, -37, 98, -27, 38, -41, -89, 87, 18, -4, 32, 40, -83, 38, -49, 32, 16, -59, 85, -86, 23, -87, 23, -47, -15, 40, -76, -48, 92, -57, 49, 52, -97, 74, 1, -59, -44, -48, -77, -81, -19, 31, -82, -12, -25, -20, 30, 20, 67, 4, 86, -45, 24, -50, 14, -19, -62, -55, 4, 10, -22, -46, 38, 56, -87, 15, -91, 91, -22, -63, 88, -36, 11, 48, -30, 1, 91, -42, -16, 89, -18, -1, -66, 22, -18, 44, 28, -81, -20, 54, 34, -47, 13, 64, 20, -56, -71, -70, 89, 16, -49, -43, -74, -39, -11, 92, -41, -8, -60, -17, -38, 0, -53, -90, 67, 94, -51, -86, 90, -24, 7, 23, 41, 89, -1, 82, 79, 60, 48, -17, 9, 39, 28, -49, 36, -85, 67, -69, -14, -7, 93, -76, 42, 34, 100, -91, 42, 70, -33, -16, -58, -55, -71, 96, -38, -12, 18, 59, 17, -68, 32, 24, -6, -23, 75, -27, -84, -51, 37, -42, 49, 49, -43, -2, 83, -39, -87, 4, -15, 7, -82, -82, -62, 70, -35, 19, 20, 44, 53, 89, -73, -43, 53, 47, 3, 43, 28, -79, 33, -90, 56, -28, -16, -45, -62, 24, -60, -59, 21, 88, 65, 62, -7, -68, 39, -13, -97, 95, -40, 44, 21, -98, -7, -79, -90, 72, 16, 79, 24, -87, 85, 38, 0, -74, -5, 16, 39, -86, -63, 13, -82, -75, 24, 53, 4, 56, -95, -24, 41, -32, 92, 80, 26, 48, 28, 35, 72, -27, -55, -69, -17, -8, 25, 79, -9, -45, 46, -54, 59, -75, 1, -42, -43, 45, -43, -11, 87, 80, 87, 61, -18, -94, 42, -63, -46, 96, 64, 43, -75, 46, -99, -96, 44, -61, 50, 83, 23, 13, -51, -28, 43, 79, -91, -65, 64, 30, 47, 74, -26, -71, -50, 13, -52, -26, -66, 38, -1, -57, 46, -3, 64, 0, 74, 98, 46, -67, -37, -38, -15, 77, 16, 36, 96, 69, -46, -49, -41, 63, 66, -67, 56, -78, -92, 49, 35, -28, -78, 39, 72, 40, 2, 71, -23, -12, 95, -73, 96, 20, -40, -59, -39, 87]
[69, 19, 9, 50, -87, 66, -44, 32, 96, -82, -27, -91, 86, 69, 89, 64, -74, 38, 29, -18, -20, -12, 22, 27, -64, -9, 60, 6, 59, -50, -23, -82, 31, -20, -44, -74, -17, -61, -9, -10, 60, -2, -38, -83, 49, -100, 67, 65, -72, 36, -17, 74, -93, 25, 46, -68, -2, -63, -23, 55, 54, -98, -72, -98, 1, 21, -55, -55, -58, 42, 85, -54, -79, -100, 50, 81, -10, -29, 100, 54, -61, 92, 74, -81, -52, 79, 2, -23, 45, 16, -81, 19, -20, -51, -53, -49, -1, 93, 49, 28, -33, -6, 24, -30, 7, 36, 95, 86, 40, -38, 38, 23, 80, 21, 37, 96, -59, -75, 30, 81, -8, -69, 9, 26, -45, -14, 21, 90, -77, 95, 6, -30, -5, 55, -42, 100, 78, -79, 33, 93, -97, 64, -57, 89, -75, 61, 90, 21, -85, 28, -70, 9, -4, -66, -50, 7, 57, -94, -19, 37, -100, -93, 10, -35, 40, -46, 54, 34, -47, 0, -41, 49, -53, -57, -68, 45, -37, -54, -97, -27, 56, -43, 11, 34, 36, -74, -36, 7, -33, -43, -93, 37, -93, 7, -73, 98, 14, 28, 28, -36, 53, 50, 51, 4, -63, -69, -85, 33, -4, -74, 34, 20, 81, 27, -84, 44, 12, -80, -78, -10, 13, 26, 14, -36, 21, -19, 56, -22, -38, 42, 72, -62, -81, -53, -2, -55, -64, 43, -27, -58, 73, -70, -92, 2, 25, 19, -81, 20, -37, -50, 67, -27, -58, 33, -1, -49, 43, -21, 81, 33, -44, 99, 14, -39, -33, -33, -43, 32, 100, 73, 18, 13, 82, -6, -70, -64, 25, -50, 3, -88, -17, 37, 99, -23, 29, -88, -83, 59, -55, 72, -72, 86, 33, -24, 26, -61, 34, -69, -32, -86, -45, -42, -90, 39, -19, -25, 59, 39, 36, 92, -98, 84, -60, 14, -20, -26, 4, 74, -15, -98, 17, 1, -5, -38, -64, -24, -32, 81, -46, 58, 35, -49, -67, -48, -83, 40, -2, -74, 28, -95, -35, -36, -84, -52, -84, -92, -46, 19, 44, -9, 27, -30, -21, -89, -57, -27, 21, 49, -25, 85, -59, -14, -26, -11, 55, 42, -19, -28, -29, 34, 39, -46, -53, 80, -91, 98, 59, -22, -11, 64, -62, -9, 46, -67, 32, 81, 21, -49, -76, -12, 94, -44, 89, 52, -2, 75, -60, -29, -57, 58]
[95, 56, 10, 30, -20, -55, 42, -67, 6, -28, 63, 13, 65, 56, -41, -30, 44, -28, -37, -77, 36, -76, -25, -49, 9, -94, -29, -46, 48, -6, -74, -42, 24, 89, -69, 92, 73, -48, 26, -14, 15, -65, 71, -14, -34, -85, -95, -14, 8, 1, 58, 76, -94, 71, 11, -100, 92, 53, -19, 23, 82, 87, 85, 52, -67, -71, 83, 88, -9, -25, 90, -81, 67, 2, 91, 43, 28, 18, 42, -68, 93, -84, -41, 63, 50, -79, 12, -99, 4, 59, -38, -49, -33, 50, -36, 96, -92, 46, 37, 89, 88, -40, 94, 61, 76, 71, 70, 80, 50, -95, -30, 24, -19, -15, -28, 38, -52, -19, -12, 45, -51, -74, -12, 13, -42, -15, 64, -95, 89, -24, 30, 61, 27, 66, -83, -8, -12, -55, -12, 71, 70, -69, -57, 76, 17, 97, -44, 64, -84, -65, -98, 69, -91, 6, -21, 57, -95, -31, -72, -19, 83, 73, 87, 80, -55, 33, -69, 58, 88, 79, 4, 78, 5, -45, 86, -88, 99, 2, 71, -77, -97, -46, -94, 32, 38, -67, 84, 89, 36, -8, 11, -64, 62, -4, 34, -49, 34, 93, 8, -77, 61, 44, 11, -70, 84, -71, 38, -97, 12, -81, 88, 54, -80, 22, -85, -47, 13, 41, 90, -10, 38, -43, -18, -43, 13, -99, -88, 56, 71, -70, 18, 82, -63, -78, -73, 87, 3, 72, -91, -88, -79, -36, -89, -64, 96, -86, 45, 16, 86, -60, 48, -33, -30, -97, 78, -23, 84, -84, 7, 22, 49, 52, -34, 35, -92, -23, -86, -19, 95, 19, 53, -39, 42, -41, 47, -8, 46, -81, -63, 1, -57, -53, 59, 38, -14, -20, 16, -85, 53, 5, -92, 25, -27, -87, 96, 51, -98, -6, 99, 26, -34, -53, 60, -98, -8, 59, 59, -90, 38, 69, 23, 100, -47, 81, -42, -44, -48, -83, -48, 53, 10, 88, -79, -31, 2, 13, 13, 5, 61, -24, 63, -100, -28, -40, 57, -81, 32, 78, -22, -15, -51, 20, 68, -10, 96, 58, -67, 89, -40, 88, 52, 94, -69, 87, 34, -37, -83, 99, 7, -63, -51, 85, -94, -78, 98, 2, 100, 50, -60, 24, -25, 76, -39, -99, 96, 13, -16, -70, -63, 90, 54, 88, 76, -15, -42, -44, -26, -86, -70, 50, 5, -60, 52, -47, -46, -16, -19, -68, 51, -62]
[30, 96, 66, 97, 17, -52, -42, -92, -80, -52, 47, -79, -3, -22, 38, -19, 64, -50, -79, 19, -45, 3, 17, -91, 43, -65, 62, 4, -48, -85, -96, 56, 29, 14, -89, 70, 78, -2, -81, -20, -1, 46, -96, 18, 49, 83, -35, 74, -44, -85, -75, -51, -55, -60, -42, -69, -78, 77, 84, 22, 48, 88, -64, -40, 45, -26, -43, -98, 85, -73, 23, 9, -88, -41, -19, 63, -70, -74, 64, -18, -68, 58, 6, -84, -18, 1, 98, -100, 40, -59, 64, -12, 77, -82, -5, -51, 35, 50, -59, 22, -60, 94, 17, -11, 88, 0, 45, -58, -23, -83, 93, 56, -84, -46, 89, 34, 38, -53, -77, 61, -80, 56, -96, -30, 44, 87, 65, -94, -10, 12, 47, 74, 97, 38, -95, 47, -27, 27, 88, -61, -43, 69, -51, 26, 86, 39, 63, 54, 87, -19, 85, -46, 84, 35, 2, 80, 90, -86, 50, 50, -85, 86, 60, -73, 59, 13, 35, -48, 4, 29, 37, -94, -23, 18, -73, 12, -8, 32, -55, -73, 8, -33, 27, -74, 14, 6, 85, -29, -75, -41, 8, -2, 14, 99, 8, -91, 40, -46, -98, -96, 4, -81, -9, -7, -35, 68, 90, -8, -37, -40, -91, -49, 8, -83, -26, -83, -100, -34, 92, 28, 34, -90, -34, -4, 33, -51, -7, -35, 70, 79, 67, -27, -66, 54, 57, -94, 72, 23, -95, -94, -62, 83, -20, -46, 92, -51, 81, -51, 36, -91, 73, -43, -37, -8, 51, -95, -75, 50, -7, 71, -76, 78, -47, -98, 83, -84, -61, -58, -42, 26, -15, -22, 34, -32, 88, 66, 16, 15, -56, 53, 47, -90, -11, 89, 54, 75, -89, -96, -91, 0, -56, -56, 57, -72, 38, -66, 6, -36, 90, -48, -6, 83, 78, -65, -25, -28, 89, 42, -82, -93, -21, -27, 71, -6, -6, 5, -15, -96, -88, 41, -3, 0, 4, -85, -96, 74, -57, 30, -13, 47, 68, 66, 60, 66, 36, 55, 72, -60, -81, -46, 92, 6, -48, 50, -40, -21, 11, 99, -32, 48, -11, 28, -84, -83, 96, 87, -16, -75, 92, 2, 75, 70, -9, -79, -50, 3, -53, -98, -47, 27, 81, -15, 81, -18, -30, 30, 6, 79, -15, -45, -69, -51, -49, 2, 33, -79, -56, -99, -82, 64, 76, 1, 43, -85, 57, -40, -15, -79, 93, -57]
[66, 41, 35, -43, 83, 85, 67, -10, -91, 49, -64, -41, -18, -15, 27, 94, -53, -22, -72, -3, 96, 21, -88, 72, 41, -98, 92, -2, -42, -89, -79, -24, 82, 26, 92, -37, 68, -2, -71, 29, -43, 94, -27, 67, 8, -16, 66, 24, -74, -8, 73, -1, 54, 52, 4, 87, 78, 94, 26, 52, -97, -88, -42, 20, 56, -6, -23, -65, -38, 67, 43, 13, 7, -86, 25, 43, 23, 43, 85, -63, -42, 13, -30, 19, 79, 32, -79, 95, 40, -47, 71, -12, -36, -45, 78, 33, -58, -6, 15, 24, 53, 89, -17, -70, 62, 51, 69, -40, -65, -74, -25, 53, -37, -64, 99, 91, 11, -55, 82, -35, -89, 22, 50, -15, -32, 54, 61, 60, -63, -46, -84, 61, 63, -54, -38, 84, -48, 18, -51, 66, -96, -83, 74, -11, -32, 41, -56, -31, -73, -97, 82, -7, 82, 13, -45, 73, 69, -19, 56, 48, -62, -43, -33, 53, 92, -36, -50, -14, 11, 6, 65, 81, -10, -55, -31, 69, -93, -69, 56, -32, 77, 45, 59, 34, -99, -16, -17, 28, 16, 19, 31, 28, 77, 89, 79, 24, -51, -75, -4, 13, -40, -16, 5, -51, -4, -11, -30, 2, 12, -42, -41, -76, -34, 83, 29, -22, -78, -94, -86, -1, -7, 85, -25, 41, 32, 12, 76, 63, -90, -38, -97, 94, -51, -11, 12, 28, 54, 85, -78, 80, 99, -35, 96, -99, -58, -72, -73, -57, 61, 78, -72, 50, 97, -70, 42, -67, -54, -88, 71, 74, 69, -27, -6, 47, 91, -14, 41, 39, -51, -93, 43, -96, -80, -86, 14, -26, 47, 20, 68, -54, -56, -67, -100, 30, -42, -86, -37, 23, -8, -69, 73, -27, 96, -59, -78, 89, -80, 16, -66, 98, -32, -69, -97, 85, -67, 75, -49, 25, 89, -87, 77, -68, -85, -5, 6, 60, 50, 74, 28, -55, -39, -22, 95, 85, 99, -69, -4, -37, 16, -48, -34, -7, -28, -78, 93, 60, 32, 50, 51, 43, -17, 59, 8, 3, -72, 93, 9, -53, -78, -25, 71, -70, -27, -14, 69, -18, 35, 95, 0, 67, -83, -47, -85, -57, -72, 49, -13, -36, 50, 11, -20, 50, -20, 54, 8, 60, -23, 82, -47, 91, 56, 99, -75, 36, -5, -75, -13, 48, -98, 85, -17, 34, -87, 2, 89, 75, -64, 35, -97, 66]
[-17, 81, -48, 23, -88, 84, -66, 45, 57, -53, -50, 70, 76, -27, 16, -92, -7, -73, -1, 10, -54, -19, 97, 61, -40, 92, -76, -97, 14, -10, 64, 100, -89, -60, -66, -72, 99, 9, 81, -63, 37, -75, -18, -14, -13, -62, 4, -15, -37, 54, 3, -45, 7, 94, -97, -2, 66, -44, 73, 44, 28, -64, -92, -55, 78, 100, 74, -10, -14, -43, 29, 30, 54, 7, -89, -98, 12, 23, 10, -61, -89, -21, -32, -97, -69, -10, -75, -53, -76, 82, 40, 11, -38, 95, -13, 99, -32, -2, -87, -53, 52, -80, 23, 80, -38, -90, -69, 75, 48, 87, 69, 53, 81, -38, -43, 92, -50, 49, 11, 23, -92, 49, -1, 65, -68, 70, -43, -4, -97, -65, -55, -61, 93, 68, 36, -33, -6, 59, 30, 46, -3, 84, 4, -92, -61, 59, -41, -100, 40, -95, -53, -68, 84, 11, -77, 85, -22, -40, -95, -11, -15, -96, 61, 27, -68, 82, 24, -55, 12, 94, -37, 80, -49, 54, 76, -68, -39, 83, 9, -65, -83, 24, 12, 59, 6, -44, -38, -44, -88, -99, -16, -91, 95, -68, -44, 82, -26, -50, 73, -12, -16, 100, 9, -13, 18, -6, 31, -45, -86, -90, -12, -19, -97, -52, -73, 53, -29, 72, 39, 90, -90, -88, -65, -88, -60, 79, 77, -30, -73, 39, -85, 52, 84, -76, -50, -54, -13, -86, -12, -42, 58, 52, 36, 19, 95, -15, 82, 95, -5, -95, -56, 45, 19, 97, 12, -41, -50, -95, 68, 1, 32, -71, 77, 85, -55, 22, -55, -18, -37, -66, 32, -65, -31, 70, 0, -22, 97, 36, -43, 74, -79, 93, -52, -71, -6, 34, -38, 90, 91, 37, 37, -30, 87, 52, 66, 7, 75, 35, 30, -51, -4, 3, 72, 65, 86, -19, -80, 77, -64, -72, 69, 22, 15, 63, 46, -24, -41, -86, 47, -63, 27, -96, -94, 16, -7, 63, -59, -97, -80, -12, -55, 43, 34, -43, 84, 20, -72, -13, 34, -45, 70, -97, -81, 69, 32, 65, 37, 65, 77, 7, -67, 43, 40, -84, 12, -27, -26, -49, -73, 10, -58, -77, 32, -98, -25, -31, 39, -28, 22, 68, -90, -90, 38, 17, -79, -71, 16, 18, -97, 96, 44, -57, 71, 38, 28, -4, 32, 27, 32, 6, 71, -53, 45, 27, 33, 62, 14, 60, -53, -21]
[74, 54, 8, 14, -76, -42, 67, 35, -59, 5, -28, -17, 90, 1, -29, -17, -36, -88, -29, 57, 97, 27, -31, -5, 51, 93, -33, -27, 21, -46, -42, -47, 42, -77, 98, -24, -10, -38, 56, -19, 53, -60, 30, 41, 96, -79, 50, 70, 78, -30, -62, -36, -62, 43, 92, -99, -38, 100, 21, 81, -31, 34, 68, -36, -42, -52, -2, -33, 82, -59, -29, 27, 16, -33, 100, 51, 49, 12, 98, -99, -35, 29, -67, -11, -65, 80, 96, -97, 84, -90, -70, -42, 19, -4, 98, -8, -33, -28, 95, 60, 10, -48, 40, -64, -86, 32, 97, 19, 93, 67, 7, 95, -55, 90, 78, 8, 94, 55, 14, 23, -42, -8, -75, -88, 83, 54, 3, 31, 33, -73, -10, -12, -53, -3, 76, -90, -92, 82, -15, -47, 46, -62, -46, 71, -34, -31, -41, 27, 78, -7, -28, 23, 91, 39, 11, -25, -40, 54, -88, 96, 90, -15, 30, -91, -18, 50, 50, 83, -81, 99, -63, 15, -56, 48, -51, 4, -36, 92, -8, -32, 38, 90, -36, -91, -77, 85, 82, -15, -49, 35, -90, -1, -11, -40, -81, 14, 84, -2, 29, -14, -80, -25, 75, 36, -9, -15, 28, 66, 81, 24, -24, 86, 51, -64, -34, -26, -48, 41, 15, 10, -3, -64, -3, 50, -12, -10, 78, -61, -37, 31, -22, -10, -43, -83, 93, -65, -71, 3, -18, 52, -24, -42, 5, -32, -19, 3, 75, 61, 19, -29, -25, -98, -93, 8, -77, -24, -99, 67, 17, 11, 76, 96, 25, -39, -28, -17, -55, -58, -38, 31, 40, 37, 39, -48, 89, 86, -57, -75, 39, -73, 31, -90, 74, 57, 57, 91, 100, 82, -53, 39, -11, 81, 18, -99, -72, -36, -57, -86, 3, -34, 60, -79, 38, -100, 66, -33, 20, -11, -53, 94, 67, -64, -24, -6, 59, -62, 73, 96, -21, 44, -31, -59, -40, -59, -52, -69, -67, 38, -67, 37, 12, -21, 77, 39, -38, 81, -3, -1, -94, 94, -21, -55, 41, -36, 58, -4, 92, 46, 81, 30, -21, 55, 64, -44, -22, -60, 79, -78, -43, -81, -16, 48, -100, 28, -8, -38, -73, -64, 70, 89, -88, -74, 25, -69, 100, -91, 33, -5, -83, -23, -77, -30, 92, 54, 30, -16, -50, -35, -87, -36, 76, 59, 10, 90, 62, -99, 61, -22, 32, 24]
[26, -41, 62, -68, 19, 76, -41, -87, -92, -98, -2, -99, -46, 86, -41, -97, 36, 19, -24, 85, -30, -23, -52, -88, 61, -55, -55, 81, -24, 68, -28, 5, -96, -81, 74, -89, 92, 39, -66, 70, 91, 30, 20, 74, -23, 37, -67, 59, -74, -51, 54, 86, -4, -35, -29, 94, -81, -29, 78, -35, 41, 60, -10, -87, 50, -46, -71, 6, 39, -16, 24, 59, 13, 48, -52, 67, -50, 73, -53, -17, -5, -60, -44, -41, 0, -50, -46, -87, -93, -64, -70, 33, -45, -53, 80, 50, 15, 40, -2, 92, -19, -11, -29, -73, 96, 55, -4, 57, 64, 45, 34, 11, -53, 42, -48, 63, -79, 0, -21, 68, 20, -69, 13, -25, 58, -99, 39, 2, -39, -58, 48, -27, -5, -61, 6, -85, -97, 89, -60, -76, -32, -59, 40, -68, -79, -96, -66, 22, -80, 88, -36, 66, 78, 20, -57, -13, -92, -46, -64, 3, 43, -30, -98, 72, 53, 3, 56, 74, 87, 79, -46, 68, -86, 73, -5, -20, 16, -87, 82, -45, 71, 20, -57, -82, -31, -89, -40, -85, 91, -31, 93, 33, 44, -46, -89, 52, -44, 92, 80, -59, -16, 24, 1, 8, -20, -69, 43, -78, -82, 70, 38, 63, 14, -10, 35, 24, -56, 58, 43, 25, 76, 100, 36, 77, -28, 75, 48, -11, 67, -84, -9, 29, -95, 96, 61, 58, 98, 21, 28, 53, 79, -55, -83, -29, -88, 42, -28, 63, -53, -100, 38, -3, -86, 15, -41, -23, 25, 97, -40, 17, 99, -92, -72, 78, 21, 59, 40, -91, 79, 12, -18, 55, -69, 71, -88, -16, 94, -79, 77, -69, 41, -100, 31, 71, -66, -49, 25, -13, -87, -27, -68, -25, 15, -14, 96, -44, -81, -48, 57, -18, -43, -51, 90, -81, 65, 0, 3, -79, 14, 56, 82, 71, -20, -76, 63, -90, 31, 12, -59, 54, -68, 90, 38, -49, 8, -73, 19, 79, 1, 83, -81, 56, -57, -62, 98, -37, -74, 41, -80, -72, -88, 71, 91, 100, 23, 21, -87, -5, -90, 8, -39, -15, 22, -34, 32, -25, -94, 2, 17, -43, -83, -13, -66, -92, -49, -64, 49, -41, -28, 19, -57, -22, 95, -67, 83, 39, 78, 60, -18, 70, -67, 3, -53, -78, -53, -89, 18, 64, -58, -71, -54, 42, 44, 78, 61, 95, 52, -74, 69, -25]
[-91, -82, 47, 78, -26, -21, 14, -46, 82, 38, -91, -84, 76, 26, 100, 6, 58, 26, -36, -32, -45, -21, -47, 31, 18, 20, 13, 83, 19, -74, 95, -12, 10, 82, -23, 50, 56, -43, 1, -94, -66, -71, 27, 22, -41, -42, 94, 73, -70, 27, 22, 81, 17, -33, 21, -52, -31, -67, -75, 28, 21, -10, -70, -63, 8, 65, 55, 26, -4, 73, 86, -90, 22, -98, -12, 36, -54, 17, -78, 52, -37, -73, 51, 8, 8, -39, -33, 38, -76, 70, -72, -58, 78, -61, 19, -80, 74, -80, -16, -82, 68, 14, -4, 65, 36, 64, 57, -93, 2, -90, 90, -25, -12, -36, -69, 52, 31, -40, 15, -54, 7, -72, 30, 21, 57, -30, -85, -36, -3, 57, 23, -35, -76, 44, 17, 3, -44, -68, 11, -73, -77, -48, 28, 69, 76, -13, 43, -50, -20, 39, 18, 68, 75, -32, 29, 61, 67, -28, 18, 81, -79, 58, -63, -3, 6, 33, -53, 40, -44, 56, -39, -43, -15, 60, 90, 39, -51, -79, -62, -22, 45, -36, 9, -62, -28, -98, 83, 86, 72, 61, 81, 36, -5, -1, -26, 95, -45, 20, -16, -59, -6, 95, 50, 80, 8, 54, -78, -22, 64, 74, -75, -12, -92, 43, -56, -1, 89, -70, -48, 13, -37, -6, -85, -39, 42, 49, -11, -90, 63, -59, 87, -90, -19, 62, 98, 91, 53, -34, 59, 21, -39, 0, 36, -75, 94, 59, -97, 91, 81, 83, 15, 21, -70, -38, -6, 48, 8, -54, -27, -13, -35, 71, -17, 83, -52, -72, 18, 72, -4, 5, 27, 76, -10, -41, -46, -65, -79, -92, -93, -45, -30, 61, -36, 55, 35, -42, -71, 42, 23, 48, 57, -25, 78, -81, -51, -57, -85, 25, 46, -44, -61, 28, 63, 97, -48, 54, -88, -41, 33, 78, 42, -64, 61, -60, 3, 27, 80, 1, 23, -78, -30, 40, -36, -17, -51, 48, -93, -87, 15, 99, 98, 80, 44, 40, -58, -26, 82, 79, 5, 47, 85, 34, 100, 8, -18, 63, -20, 74, 6, 96, 6, -64, 7, -25, -11, -18, -60, -33, 66, -36, 60, 11, -8, 100, 89, 23, 28, 44, 46, 80, -16, -25, 95, -59, -98, 12, 34, 31, -54, -42, 57, -46, 20, -18, -28, 33, -63, 52, 68, 95, 38, 95, -66, 72, 5, 82, -29, 91, -84, -94]
[-68, 74, -53, -66, 77, -42, 76, 37, 41, -91, 77, 74, -25, 14, 33, -76, 91, 53, -84, -48, -73, -18, 10, 81, 40, -71, -29, -27, -37, 60, -75, 8, -16, -86, -73, -91, -60, 99, 77, 83, -66, 12, 49, 9, -82, -92, 61, -1, -27, -34, -80, 95, -46, -50, 67, 9, -46, -83, 45, -8, 78, -7, 59, 21, -31, -70, -49, -38, -63, -32, 78, -79, -24, 82, -47, 100, 34, 65, -73, 66, -31, 41, -59, 18, -97, 50, -73, 79, 98, 8, -27, -46, -75, -53, -64, 88, -85, -7, 47, -24, -29, 26, 39, -19, -55, 16, -71, 56, -56, -22, 72, 84, -20, 69, -12, 55, -25, 18, -21, -44, -95, 20, 84, 95, -82, 70, -41, 10, 63, 76, -54, 49, -31, -90, -29, -18, 28, 12, -34, 99, 23, -64, -90, 73, 42, -35, 91, -15, 7, -22, 28, 41, -77, 78, -90, -9, -84, 43, -44, -24, -44, -12, 80, -99, -56, 9, -97, 36, 44, -12, 9, -92, -85, -82, 5, -28, 45, -65, -28, 29, -92, 100, 46, 57, -80, 44, -10, 60, -25, -36, 79, -93, -95, 73, 77, 55, 35, -78, 21, 34, 10, 57, -68, 4, -67, 87, 28, 42, 68, 71, 6, 98, -44, 11, 11, -38, 80, 63, 90, 83, 77, -51, 70, -76, -95, -66, 19, 66, 97, -13, 51, -30, 78, -36, -66, 18, 20, -64, -52, 59, 40, -90, 14, -58, -10, -5, -16, -65, -27, -56, -88, 8, -11, -98, -2, -16, -30, 61, -66, 62, -29, -57, -52, -34, -92, 47, 15, -62, -11, 87, 8, 74, -51, -6, -33, 91, 51, 52, 78, 65, 48, -36, 59, -93, -86, 14, 29, 52, 79, 4, -35, 96, 68, 27, 17, 52, -80, -61, -13, 13, -85, 16, -6, 8, 29, 86, 42, -46, -60, -77, -85, 62, -84, -36, 30, 23, -25, -40, 68, 20, 30, -41, -59, 1, -36, -71, 84, 60, 3, -26, 100, 59, -59, 24, -61, 97, 16, 23, 55, -45, -3, -5, -81, 80, -96, 49, -96, -100, 82, 81, -37, -2, 68, -54, 4, 78, -59, 43, -48, 11, -78, 97, -17, 44, -15, 70, -54, -55, -91, 74, 79, 67, 68, -26, 42, 98, 1, 33, 47, 32, 5, 47, 74, -20, -33, 12, -85, 63, -71, -87, -67, 21, -24, -98, -89, -97, 41, -74, -74, 24]
